Title,Area,Room,Floor,Year,Price
3 kambarių butas Vilniuje,58.54,3,4/5,1969,64 987 € (1 110 €/m²)
1 kambario butas Klaipėda,10.00,1,3/4,,32 000 € (3 200 €/m²)
2 kambarių butas Šiauliuose,44.40,2,4/5,1970,42 900 € (966 €/m²)
3 kambarių butas Klaipėdoje,78.00,3,8/9,,49 000 € (628 €/m²)
3 kambarių butas Klaipėdoje,55.00,3,5/5,,49 000 € (891 €/m²)
4 kambarių butas Vilniuje,110.00,4,1/4,2021,319 000 € (2 900 €/m²)
2 kambarių butas Kauno rajono sav.,56.00,2,5/5,1980,49 999 € (893 €/m²)
1 kambario butas Vilniuje,38.57,1,2,2019,98 000 € (2 541 €/m²)
2 kambarių butas Vilniuje,53.20,2,2/6,2021,89 000 € (1 673 €/m²)
4 kambarių butas Vilniuje,150.00,4,5/5,1981,350 000 € (2 333 €/m²)
5 kambarių butas Vilniuje,150.00,5,5/5,1981,420 000 € (2 800 €/m²)
3 kambarių butas Klaipėda,53.00,3,2/10,,83 000 € (1 566 €/m²)
2 kambarių butas Klaipėdos rajono sav.,47.00,2,5/5,,35 500 € (755 €/m²)
2 kambarių butas Šiaulių rajono sav.,57.69,2,1/4,2007,99 000 € (1 716 €/m²)
2 kambarių butas Akmenės rajono sav.,45.32,2,2/2,1974,20 000 € (441 €/m²)
3 kambarių butas Klaipėdoje,66.00,3,1/5,1993,61 000 € (924 €/m²)
3 kambarių butas Vilniuje,56.74,3,2/3,1940,140 000 € (2 467 €/m²)
3 kambarių butas Vilniuje,50.00,3,1/2,2020,64 600 € (1 292 €/m²)
2 kambarių butas Vilniuje,60.58,2,4/4,2014,119 000 € (1 964 €/m²)
2 kambarių butas Kaune,44.73,2,2/3,2020,38 021 € (850 €/m²)
2 kambarių butas Kauno rajono sav.,46.29,2,3/3,2020,43 976 € (950 €/m²)
2 kambarių butas Vilniuje,47.00,2,2/9,2006,128 500 € (2 734 €/m²)
2 kambarių butas Klaipėdoje,48.00,2,5/5,1966,45 000 € (938 €/m²)
1 kambario butas Klaipėdoje,30.00,1,4/5,1975,32 999 € (1 100 €/m²)
3 kambarių butas Klaipėdoje,61.00,3,3/5,1979,66 300 € (1 087 €/m²)
2 kambarių butas Klaipėdoje,87.00,2,1/5,2006,118 000 € (1 356 €/m²)
4 kambarių butas Klaipėdoje,62.00,4,4/5,1966,65 000 € (1 048 €/m²)
1 kambario butas Klaipėdoje,29.00,1,4/5,1975,33 000 € (1 138 €/m²)
3 kambarių butas Vilniuje,62.00,3,4/6,2020,142 600 € (2 300 €/m²)
3 kambarių butas Klaipėdoje,66.05,3,5/5,1977,62 000 € (939 €/m²)
2 kambarių butas Klaipėdoje,48.00,2,5/5,1966,45 000 € (938 €/m²)
3 kambarių butas Vilniuje,61.00,3,2/6,2020,139 900 € (2 293 €/m²)
1 kambario butas Vilniuje,23.00,1,1/8,2019,65 000 € (2 826 €/m²)
3 kambarių butas Klaipėda,61.00,3,3/5,,66 300 € (1 087 €/m²)
3 kambarių butas Klaipėda,63.00,3,1/5,,61 500 € (976 €/m²)
2 kambarių butas Klaipėda,52.00,2,5/5,,62 500 € (1 202 €/m²)
2 kambarių butas Klaipėda,44.00,2,4/4,,59 000 € (1 341 €/m²)
1 kambario butas Klaipėda,44.00,1,1/5,,47 900 € (1 089 €/m²)
2 kambarių butas Klaipėda,38.00,2,5/5,,28 900 € (761 €/m²)
2 kambarių butas Klaipėdoje,43.00,2,1/4,1969,63 000 € (1 465 €/m²)
3 kambarių butas Klaipėdoje,73.23,3,2/3,2021,118 000 € (1 611 €/m²)
2 kambarių butas Klaipėdoje,43.70,2,2/3,2021,71 400 € (1 634 €/m²)
3 kambarių butas Vilniuje,60.00,3,3,1980,147 000 € (2 450 €/m²)
3 kambarių butas Klaipėdoje,58.87,3,2/3,2021,96 750 € (1 643 €/m²)
1 kambario butas Radviliškio rajono sav.,28.65,1,1/2,1973,14 400 € (503 €/m²)
3 kambarių butas Klaipėdoje,66.00,3,5/5,1992,77 000 € (1 167 €/m²)
3 kambarių butas Klaipėdoje,71.00,3,2/3,,145 000 € (2 042 €/m²)
4 kambarių butas Vilniuje,119.60,4,3/3,2007,285 000 € (2 383 €/m²)
2 kambarių butas Šiaulių rajono sav.,41.10,2,2/2,1968,17 500 € (426 €/m²)
2 kambarių butas Šiauliuose,50.68,2,5/5,1973,41 000 € (809 €/m²)
4 kambarių butas Panevėžyje,117.00,4,5/5,2018,95 900 € (820 €/m²)
3 kambarių butas Klaipėdoje,82.00,3,2/3,1957,110 000 € (1 341 €/m²)
2 kambarių butas Klaipėdoje,22.00,2,5/5,1969,15 800 € (718 €/m²)
1 kambario butas Klaipėdoje,28.00,1,4/4,1961,41 000 € (1 464 €/m²)
3 kambarių butas Klaipėdoje,64.00,3,5/9,1973,55 000 € (859 €/m²)
2 kambarių butas Klaipėdoje,45.00,2,4/5,1969,45 000 € (1 000 €/m²)
2 kambarių butas Šiauliuose,44.20,2,4/5,1970,37 700 € (853 €/m²)
2 kambarių butas Vilniuje,52.00,2,4/13,1989,92 500 € (1 779 €/m²)
3 kambarių butas Klaipėdoje,81.00,3,24/25,2011,130 000 € (1 605 €/m²)
4 kambarių butas Klaipėdoje,78.00,4,5/5,,65 000 € (833 €/m²)
2 kambarių butas Klaipėdoje,55.00,2,9/9,,50 000 € (909 €/m²)
3 kambarių butas Klaipėdoje,64.00,3,4/9,,47 000 € (734 €/m²)
3 kambarių butas Klaipėdoje,56.00,3,2/3,1951,114 900 € (2 052 €/m²)
2 kambarių butas Klaipėdoje,45.00,2,4/5,,47 000 € (1 044 €/m²)
2 kambarių butas Klaipėdoje,60.00,2,10/10,,55 000 € (917 €/m²)
2 kambarių butas Panevėžyje,43.02,2,3/5,1972,39 000 € (907 €/m²)
1 kambario butas Klaipėdoje,30.00,1,4/5,,33 000 € (1 100 €/m²)
3 kambarių butas Klaipėdoje,62.00,3,9/9,,55 000 € (887 €/m²)
3 kambarių butas Klaipėdoje,65.00,3,3/5,,65 000 € (1 000 €/m²)
3 kambarių butas Klaipėdoje,63.00,3,5/5,,59 000 € (937 €/m²)
3 kambarių butas Klaipėdoje,74.00,3,1/3,,82 000 € (1 108 €/m²)
2 kambarių butas Klaipėdoje,43.00,2,4/4,,42 500 € (988 €/m²)
3 kambarių butas Klaipėdoje,82.00,3,2/3,,110 000 € (1 341 €/m²)
1 kambario butas Klaipėdoje,36.00,1,1/5,,45 000 € (1 250 €/m²)
2 kambarių butas Vilniuje,33.96,2,1/2,1940,98 000 € (2 886 €/m²)
2 kambarių butas Kaune,100.00,2,2/4,1932,217 000 € (2 170 €/m²)
2 kambarių butas Klaipėdos rajono sav.,65.00,2,3/5,,68 000 € (1 046 €/m²)
1 kambario butas Klaipėda,39.00,1,4/4,,43 500 € (1 115 €/m²)
3 kambarių butas Klaipėda,60.00,3,4/5,,68 000 € (1 133 €/m²)
4 kambarių butas Kretingos rajono sav.,79.00,4,1/2,,29 000 € (367 €/m²)
2 kambarių butas Klaipėdoje,61.00,2,4/5,1995,55 000 € (902 €/m²)
3 kambarių butas Panevėžys,64.61,3,4/5,1983,63 900 € (989 €/m²)
2 kambarių butas Klaipėdoje,54.00,2,4/5,1982,52 000 € (963 €/m²)
1 kambario butas Klaipėdoje,26.00,1,4/5,1967,37 000 € (1 423 €/m²)
3 kambarių butas Klaipėdoje,68.00,3,1/3,1953,142 000 € (2 088 €/m²)
2 kambarių butas Klaipėdoje,60.00,2,10/10,1997,55 000 € (917 €/m²)
2 kambarių butas Šiauliuose,50.22,2,1/5,1990,52 000 € (1 035 €/m²)
2 kambarių butas Kaune,52.00,2,2/3,1956,43 900 € (844 €/m²)
2 kambarių butas Akmenės rajono sav.,52.35,2,3/5,1981,21 500 € (411 €/m²)
3 kambarių butas Klaipėdoje,79.00,3,3/5,1987,72 000 € (911 €/m²)
3 kambarių butas Panevėžyje,66.14,3,1/12,1982,49 900 € (754 €/m²)
3 kambarių butas Klaipėdoje,54.00,3,1/5,1964,75 000 € (1 389 €/m²)
1 kambario butas Klaipėdoje,43.00,1,5/5,1991,40 000 € (930 €/m²)
3 kambarių butas Vilniuje,74.72,3,9/9,2010,105 000 € (1 405 €/m²)
2 kambarių butas Klaipėdoje,48.00,2,6/9,1981,54 000 € (1 125 €/m²)
3 kambarių butas Klaipėdoje,65.42,3,4/5,1987,84 000 € (1 284 €/m²)
2 kambarių butas Klaipėdoje,63.00,2,4/5,2006,79 000 € (1 254 €/m²)
4 kambarių butas Klaipėdoje,91.00,4,4/5,1998,85 000 € (934 €/m²)
3 kambarių butas Vilniuje,98.27,3,1/4,1997,380 000 € (3 867 €/m²)
3 kambarių butas Klaipėdoje,95.00,3,20/34,2011,155 000 € (1 632 €/m²)
1 kambario butas Klaipėdoje,37.00,1,3/5,1988,37 500 € (1 014 €/m²)
3 kambarių butas Klaipėdoje,96.00,3,4/6,2005,130 000 € (1 354 €/m²)
3 kambarių butas Vilniuje,70.00,3,2,1940,315 000 € (4 500 €/m²)
1 kambario butas Klaipėdoje,33.00,1,4/5,1973,35 800 € (1 085 €/m²)
4 kambarių butas Šiauliuose,110.00,4,2/3,1928,93 500 € (850 €/m²)
2 kambarių butas Šiauliuose,48.00,2,2/3,1928,43 200 € (900 €/m²)
3 kambarių butas Vilniuje,62.00,3,2/6,2020,127 000 € (2 048 €/m²)
3 kambarių butas Kaune,63.73,3,2/8,2020,125 000 € (1 961 €/m²)
3 kambarių butas Klaipėdoje,70.00,3,2/2,2020,77 000 € (1 100 €/m²)
2 kambarių butas Klaipėdoje,49.00,2,2/9,1977,51 500 € (1 051 €/m²)
1 kambario butas Šventojoje,23.10,1,3/4,1991,46 200 € (2 000 €/m²)
1 kambario butas Šventojoje,33.00,1,2/4,1991,66 000 € (2 000 €/m²)
2 kambarių butas Klaipėda,43.00,2,3/5,,64 999 € (1 512 €/m²)
1 kambario butas Klaipėda,30.00,1,4/4,,38 000 € (1 267 €/m²)
3 kambarių butas Klaipėdos rajono sav.,58.00,3,1/7,,75 000 € (1 293 €/m²)
3 kambarių butas Klaipėda,54.00,3,1/5,,68 000 € (1 259 €/m²)
2 kambarių butas Kaune,47.29,2,2/4,1977,62 000 € (1 311 €/m²)
4 kambarių butas Klaipėdoje,70.70,4,1/5,1967,68 500 € (969 €/m²)
2 kambarių butas Klaipėdoje,60.00,2,10/10,1997,55 000 € (917 €/m²)
2 kambarių butas Klaipėdoje,61.00,2,4/5,1993,62 000 € (1 016 €/m²)
2 kambarių butas Klaipėdoje,54.00,2,4/5,1982,52 000 € (963 €/m²)
3 kambarių butas Klaipėdoje,63.00,3,5/5,1972,62 000 € (984 €/m²)
2 kambarių butas Vilniuje,47.00,2,5/5,1977,65 900 € (1 402 €/m²)
1 kambario butas Akmenės rajono sav.,34.03,1,1/5,1981,10 500 € (309 €/m²)
4 kambarių butas Kaune,79.00,4,1/5,1987,97 000 € (1 228 €/m²)
4 kambarių butas Vilniuje,69.00,4,2/2,1985,122 000 € (1 768 €/m²)
1 kambario butas Klaipėdoje,44.00,1,1/5,,42 000 € (955 €/m²)
2 kambarių butas Vilniuje,70.85,2,6/6,1999,106 500 € (1 503 €/m²)
3 kambarių butas Vilniuje,66.00,3,7/7,2015,133 000 € (2 015 €/m²)
3 kambarių butas Vilniuje,104.00,3,4/4,2020,370 000 € (3 558 €/m²)
4 kambarių butas Kaune,154.00,4,2/2,1985,75 000 € (487 €/m²)
3 kambarių butas Kaune,170.00,3,1/2,1988,95 000 € (559 €/m²)
3 kambarių butas Klaipėdoje,61.00,3,2/2,1935,88 000 € (1 443 €/m²)
1 kambario butas Šventojoje,31.25,1,-1/4,1991,46 875 € (1 500 €/m²)
1 kambario butas Šventojoje,23.00,1,-1/4,1991,34 500 € (1 500 €/m²)
3 kambarių butas Vilniuje,62.79,3,2/8,2018,200 000 € (3 185 €/m²)
2 kambarių butas Vilniuje,44.28,2,2/4,2021,132 840 € (3 000 €/m²)
4 kambarių butas Vilniaus rajono sav.,104.00,4,1/1,2021,110 000 € (1 058 €/m²)
4 kambarių butas Klaipėda,90.00,4,1/9,,75 999 € (844 €/m²)
3 kambarių butas Klaipėda,80.00,3,2/2,,131 000 € (1 638 €/m²)
3 kambarių butas Vilniaus rajono sav.,56.00,3,1/1,2020,65 900 € (1 177 €/m²)
3 kambarių butas Vilnius,56.00,3,1/1,2020,65 900 € (1 177 €/m²)
2 kambarių butas Druskininkų sav.,65.57,2,2/11,2007,99 000 € (1 510 €/m²)
3 kambarių butas Vilnius,62.00,3,1/1,2020,72 000 € (1 161 €/m²)
2 kambarių butas Vilniuje,57.48,2,2/4,2018,242 000 € (4 210 €/m²)
2 kambarių butas Vilniuje,30.00,2,1/2,1940,25 000 € (833 €/m²)
1 kambario butas Klaipėdoje,20.00,1,1/9,1967,30 000 € (1 500 €/m²)
3 kambarių butas Klaipėdoje,69.00,3,7/9,1981,60 000 € (870 €/m²)
2 kambarių butas Joniškio rajono sav.,55.00,2,5/5,1989,26 000 € (473 €/m²)
2 kambarių butas Vilniuje,42.60,2,1,2019,149 000 € (3 498 €/m²)
2 kambarių butas Ukmergės rajono sav.,48.20,2,5/5,1972,33 000 € (685 €/m²)
2 kambarių butas Vilniuje,46.21,2,1/6,1994,65 000 € (1 407 €/m²)
2 kambarių butas Vilniaus rajono sav.,50.03,2,4/4,1988,63 000 € (1 259 €/m²)
1 kambario butas Vilniuje,46.21,1,1/6,1994,65 000 € (1 407 €/m²)
4 kambarių butas Klaipėdoje,95.00,4,7/12,2007,250 000 € (2 632 €/m²)
2 kambarių butas Vilniuje,54.00,2,2/3,2007,140 000 € (2 593 €/m²)
2 kambarių butas Klaipėdoje,49.00,2,3/9,1983,72 000 € (1 469 €/m²)
2 kambarių butas Klaipėdoje,48.00,2,5/5,1977,65 000 € (1 354 €/m²)
3 kambarių butas Kauno rajono sav.,64.05,3,3/3,2020,57 600 € (899 €/m²)
3 kambarių butas Kauno rajono sav.,61.05,3,2/3,2020,57 600 € (943 €/m²)
3 kambarių butas Kauno rajono sav.,64.05,3,3/3,2020,73 400 € (1 146 €/m²)
3 kambarių butas Kauno rajono sav.,64.05,3,2/3,2020,73 400 € (1 146 €/m²)
3 kambarių butas Klaipėdoje,64.00,3,3/5,1976,85 000 € (1 328 €/m²)
2 kambarių butas Kretingos rajono sav.,45.00,2,2/2,1986,30 000 € (667 €/m²)
3 kambarių butas Klaipėdoje,75.08,3,3/3,1959,57 000 € (759 €/m²)
2 kambarių butas Klaipėdoje,46.74,2,5/5,1978,51 000 € (1 091 €/m²)
2 kambarių butas Klaipėdoje,48.00,2,2/5,1980,66 500 € (1 385 €/m²)
3 kambarių butas Klaipėda,78.00,3,2/3,,120 000 € (1 538 €/m²)
2 kambarių butas Vilniuje,47.00,2,2/3,2020,139 963 € (2 978 €/m²)
4 kambarių butas Vilniuje,82.00,4,4/4,2006,360 000 € (4 390 €/m²)
4 kambarių butas Klaipėdoje,88.00,4,7/9,1989,65 000 € (739 €/m²)
1 kambario butas Klaipėdoje,18.00,1,2/5,1985,12 000 € (667 €/m²)
1 kambario butas Klaipėdoje,26.00,1,3/5,1970,30 000 € (1 154 €/m²)
2 kambarių butas Klaipėdoje,42.00,2,1/5,2019,114 000 € (2 714 €/m²)
2 kambarių butas Klaipėdoje,53.00,2,1/9,1970,69 000 € (1 302 €/m²)
2 kambarių butas Klaipėdoje,62.00,2,4/5,1993,62 000 € (1 000 €/m²)
2 kambarių butas Klaipėdoje,53.00,2,5/9,2012,85 777 € (1 618 €/m²)
2 kambarių butas Vilniuje,44.32,2,3/3,2020,178 400 € (4 025 €/m²)
3 kambarių butas Vilniuje,52.44,3,3/5,2021,87 000 € (1 659 €/m²)
3 kambarių butas Klaipėdoje,62.00,3,4/5,1975,58 000 € (935 €/m²)
1 kambario butas Klaipėdoje,16.00,1,1/5,1989,21 500 € (1 344 €/m²)
2 kambarių butas Klaipėdoje,55.00,2,5/9,,68 000 € (1 236 €/m²)
1 kambario butas Palangoje,28.00,1,1/4,1986,49 000 € (1 750 €/m²)
2 kambarių butas Klaipėdoje,53.41,2,1/9,1970,69 000 € (1 292 €/m²)
2 kambarių butas Klaipėdoje,56.00,2,5/9,1995,57 000 € (1 018 €/m²)
2 kambarių butas Klaipėdoje,50.00,2,5/9,1977,44 500 € (890 €/m²)
1 kambario butas Klaipėdoje,33.00,1,2/5,1985,45 000 € (1 364 €/m²)
1 kambario butas Klaipėdoje,44.00,1,5/5,1989,44 000 € (1 000 €/m²)
2 kambarių butas Klaipėdoje,60.00,2,10/10,1997,55 000 € (917 €/m²)
2 kambarių butas Šiauliuose,33.48,2,4/4,,11 500 € (343 €/m²)
2 kambarių butas Vilniuje,52.28,2,6/8,2009,83 000 € (1 588 €/m²)
4 kambarių butas Šventojoje,125.00,4,5/8,2010,298 000 € (2 384 €/m²)
4 kambarių butas Vilniuje,88.36,4,1/2,1993,109 900 € (1 244 €/m²)
3 kambarių butas Vilniuje,88.73,3,1/3,1961,149 900 € (1 689 €/m²)
2 kambarių butas Klaipėdoje,48.00,2,7/9,1983,64 000 € (1 333 €/m²)
4 kambarių butas Klaipėdos rajono sav.,72.60,4,2/7,2020,79 000 € (1 088 €/m²)
1 kambario butas Klaipėda,18.00,1,2/5,,9 500 € (528 €/m²)
3 kambarių butas Klaipėdos rajono sav.,64.00,3,2/5,,69 000 € (1 078 €/m²)
1 kambario butas Klaipėda,39.00,1,4/4,,68 000 € (1 744 €/m²)
4 kambarių butas Vilniuje,77.00,4,9/9,2019,185 000 € (2 403 €/m²)
3 kambarių butas Vilniuje,65.00,3,5/5,2020,123 000 € (1 892 €/m²)
2 kambarių butas Klaipėdoje,48.00,2,5/5,1966,45 000 € (938 €/m²)
3 kambarių butas Vilniuje,52.44,3,2/5,2021,117 000 € (2 231 €/m²)
3 kambarių butas Klaipėdoje,63.00,3,1/3,2016,122 000 € (1 937 €/m²)
3 kambarių butas Vilniuje,62.59,3,4/5,2021,98 000 € (1 566 €/m²)
3 kambarių butas Klaipėdoje,64.00,3,6/9,,56 000 € (875 €/m²)
3 kambarių butas Klaipėdoje,80.00,3,2/3,1972,128 000 € (1 600 €/m²)
1 kambario butas Klaipėdoje,27.00,1,5/5,1967,30 000 € (1 111 €/m²)
1 kambario butas Klaipėdoje,16.00,1,1/5,1989,21 500 € (1 344 €/m²)
4 kambarių butas Vilniuje,100.00,4,1/2,2018,165 000 € (1 650 €/m²)
2 kambarių butas Klaipėdoje,42.00,2,2/5,1963,56 600 € (1 348 €/m²)
1 kambario butas Klaipėdoje,29.00,1,4/5,1975,33 000 € (1 138 €/m²)
2 kambarių butas Klaipėdoje,50.00,2,6/9,1974,60 000 € (1 200 €/m²)
3 kambarių butas Klaipėdoje,54.00,3,1/5,1964,75 000 € (1 389 €/m²)
3 kambarių butas Klaipėdoje,76.00,3,3/5,1988,81 000 € (1 066 €/m²)
3 kambarių butas Klaipėdoje,72.00,3,5/5,1968,54 000 € (750 €/m²)
1 kambario butas Vilniuje,33.96,1,1/2,1940,98 000 € (2 886 €/m²)
3 kambarių butas Vilniuje,68.81,3,1/4,2016,134 000 € (1 947 €/m²)
3 kambarių butas Vilniuje,68.81,3,1/4,2016,134 000 € (1 947 €/m²)
3 kambarių butas Klaipėdoje,103.00,3,2/3,1936,152 000 € (1 476 €/m²)
2 kambarių butas Klaipėdoje,36.90,2,6/8,2019,52 000 € (1 409 €/m²)
2 kambarių butas Klaipėdoje,44.00,2,3/5,1962,65 000 € (1 477 €/m²)
3 kambarių butas Klaipėdoje,56.64,3,2/8,2019,72 100 € (1 273 €/m²)
2 kambarių butas Klaipėdoje,54.00,2,5/5,1986,53 800 € (996 €/m²)
2 kambarių butas Klaipėdoje,48.00,2,2/5,1980,66 500 € (1 385 €/m²)
4 kambarių butas Klaipėdoje,88.00,4,7/9,1989,65 000 € (739 €/m²)
3 kambarių butas Klaipėdoje,67.69,3,2/2,1969,128 000 € (1 891 €/m²)
1 kambario butas Vilniuje,22.81,1,2/3,1940,22 000 € (964 €/m²)
3 kambarių butas Šiauliuose,59.14,3,5/5,1975,45 000 € (761 €/m²)
3 kambarių butas Klaipėdoje,55.00,3,3/5,1970,53 000 € (964 €/m²)
3 kambarių butas Klaipėdoje,55.00,3,5/5,1971,49 000 € (891 €/m²)
3 kambarių butas Klaipėdoje,78.00,3,4/5,1986,72 000 € (923 €/m²)
4 kambarių butas Vilniuje,199.00,4,2/2,2001,425 000 € (2 136 €/m²)
4 kambarių butas Vilniuje,114.00,4,3/4,1957,290 000 € (2 544 €/m²)
3 kambarių butas Klaipėda,70.00,3,2/3,,99 000 € (1 414 €/m²)
3 kambarių butas Klaipėda,56.00,3,3/3,,65 000 € (1 161 €/m²)
2 kambarių butas Kretingos rajono sav.,44.00,2,4/4,,39 000 € (886 €/m²)
4 kambarių butas Klaipėda,76.00,4,5/5,,80 000 € (1 053 €/m²)
2 kambarių butas Klaipėda,57.00,2,2/5,,75 000 € (1 316 €/m²)
2 kambarių butas Klaipėda,47.00,2,1/5,,63 000 € (1 340 €/m²)
3 kambarių butas Klaipėda,78.00,3,2/5,,74 999 € (962 €/m²)
3 kambarių butas Klaipėdos rajono sav.,53.00,3,2/2,,69 000 € (1 302 €/m²)
1 kambario butas Klaipėda,12.00,1,2/5,,12 500 € (1 042 €/m²)
2 kambarių butas Vilniuje,36.43,2,3/5,1963,85 000 € (2 333 €/m²)
2 kambarių butas Klaipėdoje,35.00,2,4/5,1968,43 800 € (1 251 €/m²)
2 kambarių butas Klaipėdoje,46.00,2,5/5,1967,48 800 € (1 061 €/m²)
2 kambarių butas Vilniuje,53.00,2,1/2,2013,113 850 € (2 148 €/m²)
2 kambarių butas Druskininkų sav.,64.96,2,3/5,2009,215 000 € (3 310 €/m²)
2 kambarių butas Vilniaus rajono sav.,61.64,2,2/2,2015,130 167 € (2 112 €/m²)
3 kambarių butas Klaipėdoje,61.00,3,2/5,1976,62 000 € (1 016 €/m²)
4 kambarių butas Kaune,73.00,4,4/5,1971,82 000 € (1 123 €/m²)
2 kambarių butas Vilniuje,54.20,2,3/4,1958,59 650 € (1 101 €/m²)
2 kambarių butas Klaipėdoje,55.00,2,4/4,1974,99 999 € (1 818 €/m²)
2 kambarių butas Vilniuje,47.00,2,3/3,2020,215 000 € (4 574 €/m²)
2 kambarių butas Klaipėdoje,39.00,2,3/5,1974,27 000 € (692 €/m²)
3 kambarių butas Vilniuje,58.00,3,4/5,1969,77 900 € (1 343 €/m²)
2 kambarių butas Klaipėdoje,61.00,2,4/5,1994,53 000 € (869 €/m²)
3 kambarių butas Klaipėdoje,63.00,3,1/3,2016,125 000 € (1 984 €/m²)
3 kambarių butas Vilniuje,89.41,3,8/9,2021,110 000 € (1 230 €/m²)
3 kambarių butas Vilniuje,96.95,3,3/4,2021,448 000 € (4 621 €/m²)
3 kambarių butas Vilniaus rajono sav.,78.08,3,1/3,2018,94 000 € (1 204 €/m²)
3 kambarių butas Vilniuje,78.08,3,1/3,2018,94 000 € (1 204 €/m²)
3 kambarių butas Vilniuje,67.25,3,3/5,1987,92 000 € (1 368 €/m²)
1 kambario butas Vilniuje,31.14,1,6/6,2021,83 800 € (2 691 €/m²)
1 kambario butas Vilniuje,31.58,1,3/6,2021,78 700 € (2 492 €/m²)
3 kambarių butas Vilniaus rajono sav.,71.31,3,2/3,2018,105 000 € (1 472 €/m²)
3 kambarių butas Vilniuje,71.31,3,2/3,2018,105 000 € (1 472 €/m²)
3 kambarių butas Šiauliuose,68.81,3,6/12,1982,73 000 € (1 061 €/m²)
3 kambarių butas Klaipėdoje,64.00,3,1/9,,72 000 € (1 125 €/m²)
3 kambarių butas Vilniuje,81.00,3,10/23,2007,153 900 € (1 900 €/m²)
3 kambarių butas Tauragės rajono sav.,73.10,3,2/2,,37 000 € (506 €/m²)
2 kambarių butas Klaipėdoje,64.00,2,7/35,2008,95 000 € (1 484 €/m²)
1 kambario butas Vilniuje,28.12,1,1/3,2019,62 500 € (2 223 €/m²)
1 kambario butas Klaipėda,44.00,1,5/5,,45 000 € (1 023 €/m²)
3 kambarių butas Klaipėdoje,70.00,3,2/9,,103 000 € (1 471 €/m²)
2 kambarių butas Klaipėdoje,47.00,2,2/5,,65 000 € (1 383 €/m²)
2 kambarių butas Klaipėdoje,46.00,2,2/3,,76 900 € (1 672 €/m²)
2 kambarių butas Klaipėdoje,39.00,2,5/5,,65 000 € (1 667 €/m²)
4 kambarių butas Klaipėdoje,86.00,4,3/4,,96 000 € (1 116 €/m²)
2 kambarių butas Klaipėdoje,45.00,2,3/4,,36 500 € (811 €/m²)
2 kambarių butas Klaipėdoje,39.00,2,4/4,,43 000 € (1 103 €/m²)
3 kambarių butas Vilniuje,111.00,3,1/1,2020,350 000 € (3 153 €/m²)
4 kambarių butas Vilniuje,129.00,4,1/1,2020,370 000 € (2 868 €/m²)
3 kambarių butas Klaipėdoje,95.00,3,20/34,2011,155 000 € (1 632 €/m²)
1 kambario butas Klaipėdoje,25.00,1,5/5,1969,20 700 € (828 €/m²)
3 kambarių butas Druskininkų sav.,57.83,3,4/6,2020,159 032 € (2 750 €/m²)
2 kambarių butas Klaipėdoje,54.00,2,1/9,1970,69 000 € (1 278 €/m²)
1 kambario butas Klaipėdoje,40.00,1,1/4,2007,70 000 € (1 750 €/m²)
3 kambarių butas Klaipėdoje,78.00,3,5/5,1997,73 900 € (947 €/m²)
3 kambarių butas Druskininkų sav.,94.39,3,1/5,2017,259 573 € (2 750 €/m²)
2 kambarių butas Klaipėdoje,63.00,2,3/5,2007,158 000 € (2 508 €/m²)
2 kambarių butas Klaipėdoje,39.00,2,4/4,2014,73 000 € (1 872 €/m²)
4 kambarių butas Šiauliuose,87.33,4,5/5,1991,50 300 € (576 €/m²)
3 kambarių butas Vilniuje,70.00,3,3/6,2009,268 000 € (3 829 €/m²)
